t,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z
0.0010368824005126953,0.4432599172343617,0.03836881103233722,0.5777648687577706,0.5500004428479611,-2.88574106204981e-07,0.024989485348854836
0.10655069351196289,0.44442296501563083,0.033241192187329946,0.5706661632549688,0.5500005350818596,-3.922418643340755e-07,0.024989358244742143
0.2133958339691162,0.445547112395066,0.02735314358897899,0.5625566613765632,0.550000562373401,-8.688654007592235e-07,0.024989024567058413
0.320483922958374,0.4464581366999859,0.021397668222981406,0.5543926818240416,0.5500004847980665,-1.264233267470881e-06,0.024988670301565197
0.4251730442047119,0.4470831265811181,0.016070963002031712,0.547117470723543,0.5500004847980665,-1.264233267470881e-06,0.02498864788399818
0.5326569080352783,0.4475313836124657,0.010725099027950524,0.5398353051830498,0.5500004847980665,-1.264233267470881e-06,0.02498864733131051
0.6915228366851807,0.4477516343519261,0.006707594990674497,0.5343732552274703,0.5500004847980665,-1.264233267470881e-06,0.02498864731820929
0.8426229953765869,0.4477516343519261,0.006707594990674497,0.5343732552274703,0.5500004847980665,-1.264233267470881e-06,0.02498864731820929
0.986027717590332,0.4477516343519261,0.006707594990674497,0.5343732552274703,0.5500004847980665,-1.264233267470881e-06,0.02498864731820929
1.1257119178771973,0.4477516343519261,0.006707594990674497,0.5343732552274703,0.5500004847980665,-1.264233267470881e-06,0.02498864731820929
1.2661919593811035,0.4477516343519261,0.006707594990674497,0.5343732552274703,0.5500004847980665,-1.264233267470881e-06,0.02498864731820929
1.372769832611084,0.44783819837520783,0.005881019427284093,0.5331581939049476,0.5500004847980665,-1.264233267470881e-06,0.02498864731768469
1.4790070056915283,0.44784929968213827,0.004672158440332057,0.5317367752448382,0.5500004847980665,-1.264233267470881e-06,0.02498864731742613
1.585228681564331,0.4478275312452911,0.004015168517400961,0.5313451702565626,0.5500004847980665,-1.264233267470881e-06,0.024988647317361726
1.709040880203247,0.44774256936271,0.003106162487837257,0.531429309146443,0.5500004847980665,-1.264233267470881e-06,0.02498864731734354
1.833353042602539,0.44757970945096875,0.0024026216639620266,0.5326962446583875,0.5500004847980665,-1.264233267470881e-06,0.024988647317340816
1.9581928253173828,0.4473221693435021,0.0018581193362212768,0.5351901145979001,0.5500004847980665,-1.264233267470881e-06,0.024988647317340067
2.0841569900512695,0.4469281193430246,0.0014367210292549916,0.5389510449340058,0.5500004847980665,-1.264233267470881e-06,0.024988647317340306
2.209092855453491,0.4463196035272863,0.0011108525862945327,0.5440442891275705,0.5500004847980665,-1.264233267470881e-06,0.024988647317340216
2.3352420330047607,0.44551783502060827,0.0008589223344537101,0.5502814862977976,0.5500004847980665,-1.264233267470881e-06,0.024988647317340126
2.4603500366210938,0.44458640361775437,0.0006642444164378813,0.557376324068356,0.5500004847980665,-1.264233267470881e-06,0.024988647317340035
2.582911968231201,0.4434705618143006,0.0005138109530208509,0.5652808855613881,0.5500004847980665,-1.264233267470881e-06,0.024988647317340275
2.70577073097229,0.4421289947319846,0.0003973510836461194,0.5739104494355834,0.5500004847980665,-1.264233267470881e-06,0.024988647317340185
